"Unnamed: 0","restaurant name","restaurant type","rate (out of 5)","num of ratings","avg cost (two people)","online_order","table booking","cuisines type","","area","local address"
"3849","Matsya Loka","Quick Bites","3.6","153","400","Yes","No","Seafood","3849","Kalyan Nagar","Nagawara"
"3850","Matsya Lunch Home","Quick Bites","3.7","10","400","Yes","No","Mangalorean","3850","Malleshwaram","Malleshwaram"
"3851","Matteo Coffea","Cafe","4.2","858","600","No","No","Cafe","3851","Indiranagar","Indiranagar"
"3852","Mavalli Tiffin Room (MTR)","Casual Dining","3.7","560","400","No","No","South Indian","3852","Whitefield","Whitefield"
"3853","Maven Foods","Quick Bites","3.6","12","650","No","No","Continental, North Indian, South Indian","3853","Koramangala 4th Block","Koramangala 4th Block"
"3854","Mawa and Co","Bakery","2.8","40","300","No","No","Bakery, Fast Food","3854","Jayanagar","Jayanagar"
"3855","Maxpresso","Cafe","4.1","323","700","Yes","No","Cafe, American, Italian, Beverages","3855","Brigade Road","Koramangala 7th Block"
"3856","Mayo N Burger","Quick Bites","3.2","4","250","Yes","No","American","3856","Indiranagar","Indiranagar"
"3857","Mayonaise","Cafe","3.8","44","500","Yes","No","Cafe, Continental, Beverages","3857","Kalyan Nagar","Banaswadi"
"3858","Mayur","Casual Dining","3.6","18","500","No","No","Andhra, North Indian, Chinese","3858","Byresandra,Tavarekere,Madiwala","BTM"
"3859","Mayur Veg Restaurant","Quick Bites","2.8","40","250","No","No","South Indian, Chinese, North Indian, Juices","3859","Rajajinagar","Vijay Nagar"
"3860","Mayura 1989","Casual Dining, Bar","3.7","103","900","No","No","Andhra, Continental, Chinese","3860","Rajajinagar","Rajajinagar"
"3861","Mayura Grand","Casual Dining","3.5","20","400","No","No","South Indian, North Indian","3861","Koramangala 4th Block","Koramangala 6th Block"
"3862","Mayura Grand Pure Veg Restaurant","Casual Dining","2.8","40","600","No","No","North Indian, South Indian, Chinese","3862","Koramangala 4th Block","Koramangala 6th Block"
"3863","Mayura Sagar","Quick Bites","3.6","194","250","No","No","Chinese, North Indian, South Indian","3863","Brookefield","Brookefield"
"3864","Mayura Vybhava","Quick Bites","3.1","12","250","No","No","South Indian, North Indian, Chinese, Street Food","3864","Whitefield","Whitefield"
"3865","Mayuri","Casual Dining","2.5","79","700","No","No","Andhra, North Indian, Chinese","3865","New BEL Road","New BEL Road"
"3866","Mayuri Multicuisine Restaurant","Casual Dining","3.6","12","500","No","No","North Indian","3866","Marathahalli","Marathahalli"
"3867","Mazedaar","Quick Bites","3.2","10","300","No","No","North Indian, Chinese","3867","Kalyan Nagar","HBR Layout"
"3868","Maziga","Casual Dining","4.7","292","1500","No","No","Modern Indian","3868","Whitefield","Whitefield"
"3869","MBR Dum Biryani County","Quick Bites","3.5","24","150","No","No","Biryani, North Indian","3869","Electronic City","Electronic City"
"3870","Mc Donald's","Quick Bites","3.9","116","500","No","No","Burger, Fast Food","3870","Whitefield","Whitefield"
"3871","McDonald's","Quick Bites","2.7","92","500","Yes","No","Burger, Fast Food","3871","Frazer Town","Commercial Street"
"3872","McDonald's Play Place","Quick Bites","3.7","123","500","Yes","No","Burger, Fast Food","3872","Electronic City","Electronic City"
"3873","McLeans Italian Pizzeria","Delivery","3.4","30","500","Yes","No","American, Pizza","3873","Brigade Road","Ejipura"
"3874","MDP Coffee House","Quick Bites","3.5","13","200","No","No","South Indian","3874","Brigade Road","Commercial Street"
"3875","Me And My Cake","Bakery","3.5","18","500","No","No","Bakery, Desserts","3875","Marathahalli","Marathahalli"
"3876","Me N U","Quick Bites","2.8","40","500","No","No","Finger Food, Wraps, Cafe, Continental, Healthy Food","3876","Bannerghatta Road","Bannerghatta Road"
"3877","Meal & Biryani","Quick Bites","3.6","19","450","Yes","No","Andhra, South Indian","3877","Byresandra,Tavarekere,Madiwala","Bommanahalli"
"3878","Meal In A Box","Delivery","3.6","15","300","No","No","Street Food","3878","Koramangala 4th Block","Koramangala 7th Block"
"3879","Meal Square","Delivery","3.2","8","600","Yes","No","North Indian, Chinese","3879","Bannerghatta Road","Bannerghatta Road"
"3880","MealBox Inc.","Casual Dining","3.9","36","800","Yes","No","North Indian","3880","Marathahalli","Marathahalli"
"3881","Mealer.in","Delivery","3.5","21","450","Yes","No","North Indian, Biryani","3881","Marathahalli","Marathahalli"
"3882","Mealsbaba","Takeaway, Delivery","3.6","57","400","Yes","No","North Indian","3882","Koramangala 5th Block","HSR"
"3883","MealsTree","Delivery","3.6","162","400","Yes","No","North Indian","3883","Brookefield","Marathahalli"
"3884","Meat And Eat","Quick Bites","2.8","39","500","Yes","No","Fast Food, Burger","3884","Bellandur","Sarjapur Road"
"3885","Meat And Eat (ME)","Quick Bites","3.6","97","500","No","No","Fast Food, Burger","3885","Old Airport Road","Old Airport Road"
"3886","Meat Up Barbecue & More","Quick Bites","3.7","17","400","No","No","BBQ, Fast Food","3886","Kalyan Nagar","Kalyan Nagar"
"3887","Meaza Ginger Multi Cuisine Restaurant","Casual Dining","3.6","91","550","Yes","No","North Indian, Chinese, South Indian, Kerala","3887","Brigade Road","Indiranagar"
"3888","Mecaf Family Restaurant","Casual Dining","3.9","214","400","Yes","No","North Indian, Chinese, Fast Food","3888","Basavanagudi","BTM"
"3889","Meena's Kitchen","Delivery","3.5","10","400","Yes","No","Continental, North Indian, Mexican","3889","Brookefield","Marathahalli"
"3890","Meenu Oota Da Maane","Casual Dining","3","22","700","Yes","No","Seafood, Mangalorean, Chinese","3890","Indiranagar","Brigade Road"
"3891","Meeraa's Beegara Oota","Casual Dining","3.8","258","550","Yes","No","South Indian, Biryani, Chinese","3891","HSR","HSR"
"3892","Mega Bite","Casual Dining","3.5","54","1100","No","Yes","North Indian, Chinese, South Indian, Continental","3892","Whitefield","Whitefield"
"3893","Meghana Biriyanis","Quick Bites","3.9","375","400","Yes","No","Andhra, Biryani, South Indian, Chinese","3893","Kalyan Nagar","Nagawara"
"3894","Meghana Biryani","Casual Dining","2.3","235","800","Yes","No","North Indian","3894","Bellandur","Bellandur"
"3895","Meghana Foods","Casual Dining","4.2","1745","750","Yes","Yes","Biryani, Chinese, North Indian, Seafood","3895","Indiranagar","Indiranagar"
"3896","Meghana Foods Grand","Casual Dining","4.2","3334","600","Yes","No","Biryani, Seafood, Andhra, North Indian","3896","Bellandur","Marathahalli"
"3897","Meghana Grand","Casual Dining","3.5","131","800","Yes","No","Biryani, Andhra","3897","Brookefield","Whitefield"
"3898","Mehfil Family Restaurant","Quick Bites","3","81","750","Yes","No","North Indian","3898","Malleshwaram","Malleshwaram"
"3899","Melange - Hotel Ekaa","Casual Dining","3.2","426","900","Yes","Yes","North Indian, Chinese, Continental, Mangalorean","3899","Electronic City","Electronic City"
"3900","Melange - Radisson Blu","Fine Dining","4.5","785","2700","No","Yes","North Indian, Continental, Chinese, South Indian","3900","Marathahalli","Marathahalli"
"3901","Mel's Korner","Quick Bites","3.7","95","500","No","No","Fast Food","3901","Lavelle Road","Church Street"
"3902","Melt","Casual Dining","4","115","1000","No","No","Continental, Steak, Fast Food","3902","Byresandra,Tavarekere,Madiwala","BTM"
"3903","Melt - Eden Park","Casual Dining","4","347","1000","Yes","Yes","North Indian, Chinese, Thai, Mughlai, Seafood","3903","Bannerghatta Road","JP Nagar"
"3904","Melting Melodies","Bakery","2.8","40","300","No","No","Bakery","3904","Banashankari","Banashankari"
"3905","Melting Pot at Woodrose","Quick Bites","3.7","19","800","Yes","No","North Indian","3905","Bannerghatta Road","JP Nagar"
"3906","Melting Spot","Cafe, Dessert Parlor","4","134","600","No","No","Cafe, Desserts, Beverages, Italian","3906","Indiranagar","Indiranagar"
"3907","Memories of China - Taj MG Road Bengaluru","Fine Dining","4.3","449","3000","No","Yes","Chinese, Momos","3907","Brigade Road","MG Road"
"3908","Meraki Patisserie","Bakery","3.3","6","350","No","No","Bakery, Desserts","3908","Byresandra,Tavarekere,Madiwala","Jayanagar"
"3909","Meridian South - A Pure Vegetarian Restaurant","Casual Dining","2.8","40","600","No","No","North Indian, South Indian, Chinese","3909","Electronic City","Electronic City"
"3910","Mesa Deli - Svenska Design Hotel","Casual Dining","3.2","9","600","Yes","Yes","North Indian, Italian","3910","Electronic City","Electronic City"
"3911","Mesa Lounge Bar - Svenska Design Hotel","Lounge","3.5","49","1500","No","Yes","North Indian, Pizza, Asian, Italian","3911","Electronic City","Electronic City"
"3912","Messy Bowl","Quick Bites","3.5","73","500","No","No","Fast Food, Beverages","3912","Jayanagar","Banashankari"
"3913","Messy Eats","Bakery, Dessert Parlor","3.9","133","500","No","No","Bakery, Desserts","3913","Malleshwaram","New BEL Road"
"3914","Messy's","Quick Bites","3.8","108","400","Yes","No","Fast Food","3914","Electronic City","Electronic City"
